very,1.8313521545319464
with,1.8072065378900446
an,1.799777117384844
no,1.7964338781575038
or,1.7838038632986628
will,1.7672734026745913
their,1.75037147102526
me,1.75018573551263
you,1.7433135215453195
such,1.7325408618127787
more,1.7319836552748886
your,1.7288261515601784
they,1.7214895988112928
every,1.701894502228826
marianne,1.701151560178306
were,1.700594353640416
than,1.700315750371471
would,1.6983655274888558
mrs.,1.6934435364041605
said,1.6849925705794948
from,1.673476968796434
as,1.6702265973254087
been,1.660104011887073
what,1.6590824665676078
elinor,1.6582466567607728
them,1.6542533432392272
had,1.651560178306092
any,1.6489598811292718
have,1.6446879643387815
by,1.6426448736998513
this,1.6344725111441307
which,1.6326151560178306
him,1.6303863298662704
is,1.6275074294205052
could,1.6265787518573551
on,1.6201708766716196
but,1.599832838038633
only,1.5936106983655274
at,1.5913818722139672
his,1.5866456166419018
must,1.5861812778603268
my,1.5835809806835066
one,1.5780089153046062
much,1.5718796433878157
do,1.5690936106983655
for,1.5679791976225854
if,1.5679791976225854
who,1.5573922734026746
when,1.5566493313521546
all,1.5445765230312036
he,1.5423476968796435
own,1.5384472511144132
after,1.5306463595839523
two,1.5297176820208023
too,1.5289747399702822
think,1.527024517087667
see,1.526188707280832
say,1.525631500742942
has,1.5230312035661218
out,1.5216381872213967
about,1.5211738484398216
good,1.5200594353640415
so,1.5195022288261515
its,1.5192236255572065
we,1.5189450222882614
there,1.5184806835066864
dashwood,1.5174591381872213
great,1.5165304606240713
other,1.5163447251114412
colonel,1.5159732540861812
thing,1.5156017830609212
lucy,1.513930163447251
being,1.513744427934621
mr.,1.513372956909361
edward,1.512815750371471
jennings,1.512537147102526
little,1.511887072808321
well,1.5113298662704309
ever,1.5081723625557206
how,1.5077080237741456
lady,1.5068722139673105
before,1.5066864784546805
john,1.5057578008915304
can,1.5055720653789004
willoughby,1.5044576523031203
made,1.5044576523031203
herself,1.5039933135215453
never,1.5037147102526003
most,1.5016716196136701
make,1.50130014858841
nothing,1.50074294205052
first,1.500464338781575
may,1.49981426448737
however,1.4981426448736999
some,1.4945208023774146
miss,1.4921991084695394
then,1.4919205052005944
mother,1.4840267459138188
sister,1.4780832095096583
without,1.4768759286775632
though,1.475111441307578
am,1.4713967310549778
"""i",1.4674034175334323
time,1.462667161961367
it.,1.462667161961367
soon,1.4620170876671619
not,1.4608098068350668
shall,1.4608098068350668
did,1.450594353640416
always,1.450222882615156
know,1.450037147102526
should,1.449758543833581
are,1.449665676077266
even,1.449572808320951
sir,1.4477154531946508
give,1.4392644873699851
sure,1.438893016344725
now,1.437221396731055
house,1.4219910846953938
day,1.4204123328380387
into,1.4186478454680536
might,1.4175334323922735
be,1.4086181277860328
thought,1.3916233283803863
saw,1.3514115898959882
again,1.339153046062407
heart,1.3359026745913818
seemed,1.3352526002971767
up,1.3328380386329866
cried,1.3326523031203565
hear,1.3313521545319464
less,1.3307020802377414
young,1.3295876671619613
same,1.3289375928677563
immediately,1.3280089153046062
replied,1.326801634472511
it,1.326151560178306
once,1.325408618127786
cannot,1.325037147102526
come,1.325037147102526
felt,1.324201337295691
off,1.324201337295691
went,1.3239227340267459
next,1.3233655274888558
palmer,1.3229011887072808
mind,1.3224368499257058
towards,1.3219725111441307
left,1.3196508172362555
voice,1.3196508172362555
last,1.3194650817236255
hardly,1.3194650817236255
part,1.3194650817236255
brandon,1.3187221396731055
often,1.3187221396731055
quite,1.3183506686478454
tell,1.3180720653789004
told,1.3177934621099554
speak,1.3177934621099554
kind,1.3174219910846954
upon,1.3169576523031203
against,1.3159361069836553
away,1.3157503714710252
many,1.3151931649331352
home,1.3151002971768202
myself,1.3150074294205052
"""that",1.3150074294205052
while,1.3147288261515602
seen,1.3141716196136701
does,1.3140787518573551
going,1.313893016344725
cottage,1.31380014858841
perhaps,1.313521545319465
reason,1.313521545319465
over,1.312778603268945
short,1.31268573551263
under,1.31194279346211
just,1.311664190193165
man,1.3105497771173849
friends,1.3105497771173849
whose,1.3105497771173849
came,1.3103640416047548
believe,1.3103640416047548
long,1.3098997028231798
feelings,1.3098997028231798
almost,1.3098068350668648
still,1.3094353640416048
go,1.3094353640416048
engagement,1.3094353640416048
"""it",1.3094353640416048
eyes,1.3092496285289748
himself,1.3088781575037147
half,1.3088781575037147
continued,1.3086924219910847
looked,1.3085995542347697
nor,1.3075780089153046
find,1.3075780089153046
enough,1.3072065378900446
took,1.3072065378900446
others,1.3072065378900446
look,1.3066493313521546
that,1.3065564635958395
those,1.3060921248142645
returned,1.3059992570579495
middleton,1.3059063893016345
least,1.3055349182763745
situation,1.3050705794947994
end,1.3047919762258544
him.,1.3043276374442794
therefore,1.3041419019316494
whom,1.3038632986627043
comfort,1.3038632986627043
acquaintance,1.3038632986627043
because,1.3029346210995543
able,1.3029346210995543
where,1.3027488855869243
till,1.3026560178306092
ferrars,1.3024702823179792
poor,1.3024702823179792
side,1.3024702823179792
manner,1.3016344725111442
certainly,1.3014487369985142
town,1.3012630014858841
dear,1.300705794947994
thousand,1.300705794947994
another,1.300427191679049
suppose,1.300148588410104
obliged,1.299684249628529
marianne's,1.299405646359584
known,1.299405646359584
happiness,1.299034175334324
heard,1.298662704309064
determined,1.298662704309064
subject,1.298105497771174
together,1.2977340267459139
pleasure,1.2973625557206538
knew,1.2972696879643388
few,1.2966196136701338
"""and",1.2955052005943537
given,1.2955052005943537
particular,1.2955052005943537
really,1.2949479940564637
wished,1.2944836552748886
people,1.2943907875185736
down,1.2942050520059436
sister's,1.2942050520059436
whole,1.2932763744427935
indeed,1.2929977711738485
three,1.2927191679049035
brought,1.2927191679049035
each,1.2922548291233285
happy,1.2916047548291234
feel,1.2916047548291234
spirits,1.2916047548291234
beyond,1.2913261515601784
glad,1.2912332838038634
chapter,1.2908618127786033
attention,1.2901188707280833
visit,1.2897473997028233
she,1.2888187221396732
like,1.2885401188707282
wish,1.2879829123328381
world,1.287611441307578
elinor's,1.287332838038633
them.,1.287147102526003
mother's,1.287147102526003
passed,1.287147102526003
"""but",1.286311292719168
way,1.285939821693908
"""you",1.2845468053491829
brother,1.2845468053491829
regard,1.2830609212481427
rest,1.2829680534918277
these,1.2821322436849927
having,1.2820393759286777
place,1.2819465081723627
since,1.2819465081723627
something,1.2817607726597327
us,1.2815750371471026
opinion,1.2810178306092124
her.,1.2806463595839523
behaviour,1.2793462109955422
take,1.2789747399702822
put,1.2778603268945021
hope,1.277488855869242
leave,1.276931649331352
within,1.276653046062407
done,1.276560178306092
between,1.275631500742942
love,1.275538632986627
found,1.275167161961367
park,1.274888558692422
our,1.2741456166419018
person,1.2741456166419018
body,1.2738670133729568
morning,1.2725668647845467
general,1.2718239227340267
woman,1.2711738484398216
present,1.2704309063893016
farther,1.2698736998514115
family,1.2693164933135215
far,1.2693164933135215
better,1.2687592867756314
moment,1.2677377414561664
yet,1.2676448736998513
here,1.2676448736998513
letter,1.2659732540861812
neither,1.2658803863298662
barton,1.263744427934621
called,1.263744427934621
gave,1.2611441307578009
rather,1.2609583952451708
perfectly,1.2598439821693908
both,1.2593796433878157
affection,1.2570579494799405
kindness,1.2559435364041605
i,1.2533432392273403
room,1.2527860326894502
edward's,1.2526931649331352
already,1.2520430906389302
whether,1.24888558692422
friend,1.2481426448736999
interest,1.2450780089153046
matter,1.2444279346210996
old,1.2412704309063893
seeing,1.2407132243684993
sat,1.2404346210995543
evening,1.2386701337295691
street,1.2386701337295691
"""no",1.236998514115899
saying,1.236998514115899
talk,1.2351411589895989
want,1.2350482912332839
ought,1.2336552748885588
name,1.2335624071322437
equally,1.2332838038632987
party,1.2316121842496286
possible,1.2314264487369986
engaged,1.2303120356612185
through,1.2301263001485885
added,1.2295690936106984
directly,1.2280832095096583
sisters,1.2278046062407133
robert,1.2273402674591383
spent,1.2269687964338782
entered,1.2266901931649332
norland,1.2258543833580982
business,1.2258543833580982
london,1.224739970282318
minutes,1.224554234769688
marriage,1.224182763744428
dare,1.223625557206538
doubt,1.223254086181278
hand,1.222789747399703
account,1.2221396731054979
you.,1.2221396731054979
return,1.2219539375928679
it;,1.2210252600297178
received,1.2205609212481427
giving,1.2202823179791977
real,1.2198179791976227
conversation,1.2197251114413077
door,1.2195393759286777
fanny,1.2188893016344726
willoughby's,1.2187964338781576
power,1.2174962852897473
married,1.2169390787518573
hour,1.2169390787518573
lucy's,1.2169390787518573
ready,1.2166604754829122
suffered,1.2165676077265972
longer,1.2163818722139672
spite,1.2156389301634472
back,1.2156389301634472
affair,1.2153603268945021
steeles,1.214524517087667
repeated,1.214338781575037
night,1.214245913818722
days,1.213967310549777
means,1.213595839524517
particularly,1.213595839524517
confidence,1.213595839524517
silence,1.213224368499257
whatever,1.212945765230312
pretty,1.212481426448737
near,1.212481426448737
forced,1.212481426448737
began,1.212388558692422
fear,1.2121099554234769
steele,1.2119242199108469
surprised,1.2119242199108469
head,1.2117384843982169
appearance,1.2110884101040118
declared,1.2110884101040118
sorry,1.2105312035661218
life,1.2104383358098068
years,1.2102526002971767
"""we",1.2102526002971767
"""oh",1.2096953937592867
change,1.2096025260029717
entirely,1.2095096582466567
talked,1.2095096582466567
object,1.2093239227340267
