very,1.831352155
,
with,1.807206538
,
an,1.799777117
,
no,1.796433878
,
or,1.783803863
,
will,1.767273403
,
their,1.750371471
,
me,1.750185736
,
you,1.743313522
,
such,1.732540862
,
more,1.731983655
,
your,1.728826152
,
they,1.721489599
,
every,1.701894502
,
marianne,1.70115156
,
were,1.700594354
,
than,1.70031575
,
would,1.698365527
,
mrs.,1.693443536
,
said,1.684992571
,
from,1.673476969
,
as,1.670226597
,
been,1.660104012
,
what,1.659082467
,
elinor,1.658246657
,
them,1.654253343
,
had,1.651560178
,
any,1.648959881
,
have,1.644687964
,
by,1.642644874
,
this,1.634472511
,
which,1.632615156
,
him,1.63038633
,
is,1.627507429
,
could,1.626578752
,
on,1.620170877
,
but,1.599832838
,
only,1.593610698
,
at,1.591381872
,
his,1.586645617
,
must,1.586181278
,
my,1.583580981
,
one,1.578008915
,
much,1.571879643
,
do,1.569093611
,
for,1.567979198
,
if,1.567979198
,
who,1.557392273
,
when,1.556649331
,
all,1.544576523
,
he,1.542347697
,
own,1.538447251
,
after,1.53064636
,
two,1.529717682
,
too,1.52897474
,
think,1.527024517
,
see,1.526188707
,
say,1.525631501
,
has,1.523031204
,
out,1.521638187
,
about,1.521173848
,
good,1.520059435
,
so,1.519502229
,
its,1.519223626
,
we,1.518945022
,
there,1.518480684
,
dashwood,1.517459138
,
great,1.516530461
,
other,1.516344725
,
colonel,1.515973254
,
thing,1.515601783
,
lucy,1.513930163
,
being,1.513744428
,
mr.,1.513372957
,
edward,1.51281575
,
jennings,1.512537147
,
little,1.511887073
,
well,1.511329866
,
ever,1.508172363
,
how,1.507708024
,
lady,1.506872214
,
before,1.506686478
,
john,1.505757801
,
can,1.505572065
,
willoughby,1.504457652
,
made,1.504457652
,
herself,1.503993314
,
never,1.50371471
,
most,1.50167162
,
make,1.501300149
,
nothing,1.500742942
,
first,1.500464339
,
may,1.499814264
,
however,1.498142645
,
some,1.494520802
,
miss,1.492199108
,
then,1.491920505
,
mother,1.484026746
,
sister,1.47808321
,
without,1.476875929
,
though,1.475111441
,
am,1.471396731
,
"""i",1.467403418
,
time,1.462667162
,
it.,1.462667162
,
soon,1.462017088
,
not,1.460809807
,
shall,1.460809807
,
did,1.450594354
,
always,1.450222883
,
know,1.450037147
,
should,1.449758544
,
are,1.449665676
,
even,1.449572808
,
sir,1.447715453
,
give,1.439264487
,
sure,1.438893016
,
now,1.437221397
,
house,1.421991085
,
day,1.420412333
,
into,1.418647845
,
might,1.417533432
,
be,1.408618128
,
thought,1.391623328
,
saw,1.35141159
,
again,1.339153046
,
heart,1.335902675
,
seemed,1.3352526
,
up,1.332838039
,
cried,1.332652303
,
hear,1.331352155
,
less,1.33070208
,
young,1.329587667
,
same,1.328937593
,
immediately,1.328008915
,
replied,1.326801634
,
it,1.32615156
,
once,1.325408618
,
cannot,1.325037147
,
come,1.325037147
,
felt,1.324201337
,
off,1.324201337
,
went,1.323922734
,
next,1.323365527
,
palmer,1.322901189
,
mind,1.32243685
,
towards,1.321972511
,
left,1.319650817
,
voice,1.319650817
,
last,1.319465082
,
hardly,1.319465082
,
part,1.319465082
,
brandon,1.31872214
,
often,1.31872214
,
quite,1.318350669
,
tell,1.318072065
,
told,1.317793462
,
speak,1.317793462
,
kind,1.317421991
,
